Comp Name:atlopen19
Dancers
Abraham, Sheila:3938
["Heat", "682", "Session 5 - Saturday Matinee@Saturday 11:06AM-F", "L-B1 Closed Full Silver International Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "683", "Session 5 - Saturday Matinee@Saturday 11:08AM-F", "L-B1 Closed Full Silver International Tango", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "684", "Session 5 - Saturday Matinee@Saturday 11:09AM-F", "L-B1 Closed Full Silver International Viennese Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "685", "Session 5 - Saturday Matinee@Saturday 11:11AM-F", "L-B1 Closed Full Silver International Foxtrot", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "686", "Session 5 - Saturday Matinee@Saturday 11:12AM-F", "L-B1 Closed Full Silver International Quickstep", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "692", "Session 5 - Saturday Matinee@Saturday 11:22AM-F", "L-B2 Closed Full Silver International Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "693", "Session 5 - Saturday Matinee@Saturday 11:23AM-F", "L-B2 Closed Full Silver International Tango", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "694", "Session 5 - Saturday Matinee@Saturday 11:25AM-F", "L-B2 Closed Full Silver International Viennese Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "695", "Session 5 - Saturday Matinee@Saturday 11:26AM-F", "L-B2 Closed Full Silver International Foxtrot", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "696", "Session 5 - Saturday Matinee@Saturday 11:28AM-F", "L-B2 Closed Full Silver International Quickstep", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "707", "Session 5 - Saturday Matinee@Saturday 11:45AM-F", "L-B2 Closed Pre Gold International Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "708", "Session 5 - Saturday Matinee@Saturday 11:46AM-F", "L-B2 Closed Pre Gold International Tango", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "709", "Session 5 - Saturday Matinee@Saturday 11:48AM-F", "L-B2 Closed Pre Gold International Viennese Waltz", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "710", "Session 5 - Saturday Matinee@Saturday 11:49AM-F", "L-B2 Closed Pre Gold International Foxtrot", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "711", "Session 5 - Saturday Matinee@Saturday 11:51AM-F", "L-B2 Closed Pre Gold International Quickstep", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "713", "Session 5 - Saturday Matinee@Saturday 12:05PM-F", "L-C1 Open Silver Pro/Am 3-Dance Challenge International Ballroom (W/T/QS)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "714", "Session 5 - Saturday Matinee@Saturday 12:09PM-F", "L-C Closed Silver Dancesport Series International Ballroom (W/T/F/QS)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "717", "Session 5 - Saturday Matinee@Saturday 12:15PM-F", "L-SR1 International Ballroom Challenge (W/T/Q)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "718", "Session 5 - Saturday Matinee@Saturday 12:20PM-F", "L-C Open Dancesport Series International Ballroom (W/T/VW/F/QS)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "720", "Session 5 - Saturday Matinee@Saturday 12:40PM-F", "L-S1 Closed Silver GLOBAL International Ballroom 3 dance Scholarship (W/T/Q)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "723", "Session 5 - Saturday Matinee@Saturday 12:56PM-F", "L-C Closed International Ballroom Gold Best of the Best & Scholarship (W/T/VW/F/Q)", "155", "Gorianskyi, Oleg and Best, Diana", "---"]
["Heat", "724", "Session 5 - Saturday Matinee@Saturday 01:04PM-F", "L-A Open International Ballroom Open Best of the Best & Scholarship (W/T/VW/F/Q)", "155", "Gorianskyi, Oleg and Shafer, Eleanor", "---"]
Dancer:Gorokhov, Lily:3816:Heats:12
["Heat", "657", "Session 5 - Saturday Matinee@Saturday 10:28AM-F", "AC-PT1 Closed Pre Silver International Waltz", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "658", "Session 5 - Saturday Matinee@Saturday 10:29AM-F", "AC-PT1 Closed Pre Silver International Tango", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "661", "Session 5 - Saturday Matinee@Saturday 10:34AM-F", "AC-PT1 Closed Pre Silver International Quickstep", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "702", "Session 5 - Saturday Matinee@Saturday 11:37AM-F", "AC-PT1 Closed Int Silver International Waltz", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "706", "Session 5 - Saturday Matinee@Saturday 11:43AM-F", "AC-PT1 Closed Int Silver International Quickstep", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "760", "Session 5 - Saturday Matinee@Saturday 02:43PM-F", "AC-PT1 Closed Pre Silver International Cha Cha", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "761", "Session 5 - Saturday Matinee@Saturday 02:44PM-F", "AC-PT1 Closed Pre Silver International Samba", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "762", "Session 5 - Saturday Matinee@Saturday 02:46PM-F", "AC-PT1 Closed Pre Silver International Rumba", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "763", "Session 5 - Saturday Matinee@Saturday 02:47PM-F", "AC-PT1 Closed Pre Silver International Jive", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "778", "Session 5 - Saturday Matinee@Saturday 03:10PM-F", "AC-PT1 Closed Int Silver International Cha Cha", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "780", "Session 5 - Saturday Matinee@Saturday 03:13PM-F", "AC-PT1 Closed Int Silver International Rumba", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
["Heat", "810", "Session 5 - Saturday Matinee@Saturday 04:27PM-F", "AC-PT2 International Latin Challenge (C/S/R)", "314", "Gorokhov, Lily and Polunin, Natan", "---"]
Dancer:Grana, Robie:2787:Heats:28
["Heat", "201", "Session 2 - Thursday Evening@Thursday 07:59PM-F", "L-B2 Closed Full Gold American Waltz", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "202", "Session 2 - Thursday Evening@Thursday 08:00PM-F", "L-B2 Closed Full Gold American Tango", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "203", "Session 2 - Thursday Evening@Thursday 08:02PM-F", "L-B2 Closed Full Gold American Foxtrot", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "204", "Session 2 - Thursday Evening@Thursday 08:03PM-F", "L-B2 Closed Full Gold American V. Waltz", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "217", "Session 2 - Thursday Evening@Thursday 08:28PM-F", "L-B2 Advanced American Waltz", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "218", "Session 2 - Thursday Evening@Thursday 08:30PM-F", "L-B2 Advanced American Tango", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "219", "Session 2 - Thursday Evening@Thursday 08:31PM-F", "L-B2 Advanced American Foxtrot", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "220", "Session 2 - Thursday Evening@Thursday 08:33PM-F", "L-B2 Advanced American V. Waltz", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "239", "Session 2 - Thursday Evening@Thursday 10:10PM-F", "L-C Closed American Smooth Gold Best of the Best & Scholarship (W/T/F/VW)", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "242", "Session 2 - Thursday Evening@Thursday 10:34PM-F", "L-S1 Open GLOBAL American Smooth 4 dance Scholarship (W/T/F/VW)", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "508", "Session 3 - Friday Matinee@Friday 03:36PM-F", "L-B2 Closed Int Silver American Cha Cha", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "509", "Session 3 - Friday Matinee@Friday 03:38PM-F", "L-B2 Closed Int Silver American Rumba", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "510", "Session 3 - Friday Matinee@Friday 03:39PM-F", "L-B2 Closed Int Silver American East Coast Swing", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "511", "Session 3 - Friday Matinee@Friday 03:41PM-F", "L-B2 Closed Int Silver American Bolero", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "512", "Session 3 - Friday Matinee@Friday 03:42PM-F", "L-B2 Closed Int Silver American Mambo", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "518", "Session 3 - Friday Matinee@Friday 03:51PM-F", "L-B2 Closed Full Silver American Cha Cha", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "519", "Session 3 - Friday Matinee@Friday 03:53PM-F", "L-B2 Closed Full Silver American Rumba", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "520", "Session 3 - Friday Matinee@Friday 03:54PM-F", "L-B2 Closed Full Silver American East Coast Swing", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "521", "Session 3 - Friday Matinee@Friday 03:56PM-F", "L-B2 Closed Full Silver American Bolero", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "522", "Session 3 - Friday Matinee@Friday 03:57PM-F", "L-B2 Closed Full Silver American Mambo", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "529", "Session 3 - Friday Matinee@Friday 04:08PM-F", "L-B2 Closed Int Silver American Samba", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "530", "Session 3 - Friday Matinee@Friday 04:09PM-F", "L-B2 Closed Int Silver American Hustle", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "531", "Session 3 - Friday Matinee@Friday 04:11PM-F", "L-B2 Closed Int Silver American Salsa", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "533", "Session 3 - Friday Matinee@Friday 04:14PM-F", "L-B2 Closed Full Silver American Salsa", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "534", "Session 3 - Friday Matinee@Friday 04:15PM-F", "L-B2 Closed Full Silver American Samba", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "535", "Session 3 - Friday Matinee@Friday 04:17PM-F", "L-B2 Closed Full Silver American Hustle", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "584", "Session 4 - Friday Evening@Friday 08:22PM-F", "L-S1 Closed Silver GLOBAL American Rhythm 3 dance Scholarship (C/R/SW)", "151", "Grana, Robie and Folker, Ian", "---"]
["Heat", "586", "Session 4 - Friday Evening@Friday 08:33PM-F", "L-C Closed American Rhythm Silver Best of the Best & Scholarship (C/R/SW/B)", "151", "Grana, Robie and Folker, Ian", "---"]
Dancer:Greenberg, Evan:2809:Heats:22
["Heat", "687", "Session 5 - Saturday Matinee@Saturday 11:14AM-F", "AC-JR2 Open Full Gold International Waltz", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "688", "Session 5 - Saturday Matinee@Saturday 11:15AM-F", "AC-JR2 Open Full Gold International Tango", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "689", "Session 5 - Saturday Matinee@Saturday 11:17AM-F", "AC-JR2 Open Full Gold International Viennese Waltz", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "690", "Session 5 - Saturday Matinee@Saturday 11:18AM-F", "AC-JR2 Open Full Gold International Foxtrot", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "691", "Session 5 - Saturday Matinee@Saturday 11:20AM-F", "AC-JR2 Open Full Gold International Quickstep", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "697", "Session 5 - Saturday Matinee@Saturday 11:29AM-F", "AC-JR2 Advanced International Waltz", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "698", "Session 5 - Saturday Matinee@Saturday 11:31AM-F", "AC-JR2 Advanced International Tango", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "699", "Session 5 - Saturday Matinee@Saturday 11:32AM-F", "AC-JR2 Advanced International Viennese Waltz", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "700", "Session 5 - Saturday Matinee@Saturday 11:34AM-F", "AC-JR2 Advanced International Foxtrot", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "701", "Session 5 - Saturday Matinee@Saturday 11:35AM-F", "AC-JR2 Advanced International Quickstep", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "719", "Session 5 - Saturday Matinee@Saturday 12:27PM-F", "AC-JR2 International Ballroom Challenge (W/T/Q)", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "783", "Session 5 - Saturday Matinee@Saturday 03:17PM-F", "AC-JR2 Open Full Gold International Cha Cha", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "784", "Session 5 - Saturday Matinee@Saturday 03:19PM-F", "AC-JR2 Open Full Gold International Samba", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "785", "Session 5 - Saturday Matinee@Saturday 03:20PM-F", "AC-JR2 Open Full Gold International Rumba", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "786", "Session 5 - Saturday Matinee@Saturday 03:22PM-F", "AC-JR2 Open Full Gold International Jive", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "787", "Session 5 - Saturday Matinee@Saturday 03:23PM-F", "AC-JR2 Open Full Gold International Paso Doble", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "788", "Session 5 - Saturday Matinee@Saturday 03:25PM-F", "AC-JR2 Advanced International Cha Cha", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "789", "Session 5 - Saturday Matinee@Saturday 03:26PM-F", "AC-JR2 Advanced International Samba", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "790", "Session 5 - Saturday Matinee@Saturday 03:28PM-F", "AC-JR2 Advanced International Rumba", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "791", "Session 5 - Saturday Matinee@Saturday 03:29PM-F", "AC-JR2 Advanced International Jive", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "795", "Session 5 - Saturday Matinee@Saturday 03:35PM-F", "AC-JR2 Advanced International Paso Doble", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
["Heat", "810", "Session 5 - Saturday Matinee@Saturday 04:27PM-F", "AC-JR2 International Latin Challenge (C/S/R)", "347", "Greenberg, Evan and Simanovich, Victoria", "---"]
Dancer:Greer, Aaron:2700:Heats:35
["Heat", "12", "Session 1 - Thursday Matinee@Thursday 12:09PM-F", "L-C1 Closed Beginner Bronze American Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "13", "Session 1 - Thursday Matinee@Thursday 12:10PM-F", "L-C1 Closed Beginner Bronze American Tango", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "14", "Session 1 - Thursday Matinee@Thursday 12:12PM-F", "L-C1 Closed Beginner Bronze American Foxtrot", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "15", "Session 1 - Thursday Matinee@Thursday 12:13PM-F", "L-C1 Closed Beginner Bronze American V. Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "16", "Session 1 - Thursday Matinee@Thursday 12:15PM-F", "L-C1 Closed Beginner Bronze American Peabody", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "61", "Session 1 - Thursday Matinee@Thursday 01:33PM-F", "L-C1 Closed Int Bronze American Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "62", "Session 1 - Thursday Matinee@Thursday 01:35PM-F", "L-C1 Closed Int Bronze American Tango", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "63", "Session 1 - Thursday Matinee@Thursday 01:36PM-F", "L-C1 Closed Int Bronze American Foxtrot", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "64", "Session 1 - Thursday Matinee@Thursday 01:38PM-F", "L-C1 Closed Int Bronze American V. Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "65", "Session 1 - Thursday Matinee@Thursday 01:40PM-F", "L-C1 Closed Int Bronze American Peabody", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "70", "Session 1 - Thursday Matinee@Thursday 01:47PM-F", "L-C1 Closed Full Bronze American Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "71", "Session 1 - Thursday Matinee@Thursday 01:49PM-F", "L-C1 Closed Full Bronze American Tango", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "72", "Session 1 - Thursday Matinee@Thursday 01:50PM-F", "L-C1 Closed Full Bronze American Foxtrot", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "73", "Session 1 - Thursday Matinee@Thursday 01:52PM-F", "L-C1 Closed Full Bronze American V. Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "78", "Session 1 - Thursday Matinee@Thursday 02:04PM-F", "L-C1 Closed Full Bronze American Peabody", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "83", "Session 1 - Thursday Matinee@Thursday 02:12PM-F", "L-C1 Open Inter. Bronze American Waltz", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "84", "Session 1 - Thursday Matinee@Thursday 02:14PM-F", "L-C1 Open Inter. Bronze American Tango", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "85", "Session 1 - Thursday Matinee@Thursday 02:15PM-F", "L-C1 Open Inter. Bronze American Foxtrot", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "258", "Session 3 - Friday Matinee@Friday 07:52AM-F", "L-C1 Closed Beginner Bronze American Cha Cha", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "259", "Session 3 - Friday Matinee@Friday 07:54AM-F", "L-C1 Closed Beginner Bronze American Rumba", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "260", "Session 3 - Friday Matinee@Friday 07:55AM-F", "L-C1 Closed Beginner Bronze American East Coast Swing", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "261", "Session 3 - Friday Matinee@Friday 07:57AM-F", "L-C1 Closed Beginner Bronze American Bolero", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "262", "Session 3 - Friday Matinee@Friday 07:58AM-F", "L-C1 Closed Beginner Bronze American Mambo", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "356", "Session 3 - Friday Matinee@Friday 10:38AM-F", "L-C1 Closed Int Bronze American Cha Cha", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "357", "Session 3 - Friday Matinee@Friday 10:40AM-F", "L-C1 Closed Int Bronze American Rumba", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "358", "Session 3 - Friday Matinee@Friday 10:41AM-F", "L-C1 Closed Int Bronze American East Coast Swing", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "359", "Session 3 - Friday Matinee@Friday 10:43AM-F", "L-C1 Closed Int Bronze American Bolero", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "360", "Session 3 - Friday Matinee@Friday 10:44AM-F", "L-C1 Closed Int Bronze American Mambo", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "396", "Session 3 - Friday Matinee@Friday 11:55AM-F", "L-C1 Closed Full Bronze American Cha Cha", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "397", "Session 3 - Friday Matinee@Friday 11:57AM-F", "L-C1 Closed Full Bronze American Rumba", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "398", "Session 3 - Friday Matinee@Friday 11:58AM-F", "L-C1 Closed Full Bronze American East Coast Swing", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "399", "Session 3 - Friday Matinee@Friday 12:00PM-F", "L-C1 Closed Full Bronze American Bolero", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
["Heat", "400", "Session 3 - Friday Matinee@Friday 12:01PM-F", "L-C1 Closed Full Bronze American Mambo", "128", "Greer, Aaron and Hagerty, Maeola", "---"]
